StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification,IsOperationalRecord,IsMissingDescription,HasCommercialActivity,ProductMasterStatus,CommercialPriority,ReturnRiskFlag,IncludeInExecutiveAnalytics,IsNonMerchandise,IsCommercialMerchandise,ExecutiveScope,ScopeReason,RevenueShare,RevenueRank,ExecutiveProductTier
35999,S/6 SCANDINAVIAN HEART T-LIGHT,2.55,2.55,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0851,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.31914011087082e-07,4834,Tier 4 - Long Tail
20881,MODERN CHRISTMAS TREE CANDLE,2.55,2.55,3,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0924,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.31914011087082e-07,4835,Tier 4 - Long Tail
47556,SET/2 SPOTTY + ROSE TEA TOWELS,2.55,2.55,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0851,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.31914011087082e-07,4836,Tier 4 - Long Tail
47554,S/3 COLOURS FLOCK TEA TOWELS,2.55,2.55,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0851,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.31914011087082e-07,4837,Tier 4 - Long Tail
85171,S/2 HYACINTH BULB CANDLES,2.55,2.55,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0851,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.31914011087082e-07,4838,Tier 4 - Long Tail
17028J,INCENSE BAZAAR PEACH,2.52,2.52,6,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0977,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.3036208154488104e-07,4839,Tier 4 - Long Tail
47593a,CAROUSEL DESIGN BABY BIB,2.51,2.51,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0843,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.298447716974807e-07,4840,Tier 4 - Long Tail
DCGS0062,ROAD-RAGE CAR FRESHENER,2.51,2.51,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0843,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.298447716974807e-07,4841,Tier 4 - Long Tail
21008,ETCHED GLASS HEART TREE DECORATION,2.51,2.51,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0843,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.298447716974807e-07,4842,Tier 4 - Long Tail
90127B,BLUE BEADS+HAND PHONE CHARM,2.5,2.5,2,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0885,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.293274618500804e-07,4843,Tier 4 - Long Tail
21290,LARGE SPOTTY CHOCOLATE GIFT BAG,2.5,2.5,2,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0885,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.293274618500804e-07,4844,Tier 4 - Long Tail
21225,POCKET MIRROR BUTTERFLY,2.5,2.5,2,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0885,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.293274618500804e-07,4845,Tier 4 - Long Tail
23630,SET 10 CARDS HANGING BAUBLES 17080,5.48,2.49,2,3,3,-2.99,1,Commercial Description,Valid,0.5456,Very High,0.0882,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,1.288101520026801e-07,4846,Tier 4 - Long Tail
84596l,BISCUITS SMALL BOWL LIGHT BLUE,2.46,2.46,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0835,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.272582224604791e-07,4847,Tier 4 - Long Tail
85049c,ROMANTIC PINKS RIBBONS,2.46,2.46,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0835,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.272582224604791e-07,4848,Tier 4 - Long Tail
84510b,SET OF 4 FAIRY CAKES COASTERS,2.15,2.15,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0833,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.1122161719106914e-07,4849,Tier 4 - Long Tail
17061,ASSORTED SHAPED STENCIL FOR HENNA,2.08,2.08,52,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.1323,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.0760044825926689e-07,4850,Tier 4 - Long Tail
84814A,HEXAGONAL CRYSTAL PERFUME BOTTLE,1.95,1.95,1,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0828,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.008754202430627e-07,4851,Tier 4 - Long Tail
35945,GOLD CHRISTMAS STOCKING DECORATION,1.95,1.95,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0828,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.008754202430627e-07,4852,Tier 4 - Long Tail
85192S,HANGING SPRING FLOWER HEART SMALL,1.95,1.95,3,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0901,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.008754202430627e-07,4853,Tier 4 - Long Tail
46138D,GREEN CHENILLE SHAGGY C/COVER,1.95,1.95,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0828,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.008754202430627e-07,4854,Tier 4 - Long Tail
84206C,CHAMPAGNE TRAY BLANK CARD,1.9,1.9,10,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.1011,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,9.82888710060611e-08,4855,Tier 4 - Long Tail
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,1.9,1.9,10,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.1011,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,9.82888710060611e-08,4856,Tier 4 - Long Tail
84206B,CAT W SUNGLASSES BLANK CARD,1.71,1.71,9,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0995,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.8459983905455e-08,4857,Tier 4 - Long Tail
30086C,ASSORTED FRUIT STRAWS,1.7,1.7,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.082,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.794267405805468e-08,4858,Tier 4 - Long Tail
35837,SET OF SIX SILVER+RED FLOCK BAUBLES,1.7,1.7,2,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0865,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.794267405805468e-08,4859,Tier 4 - Long Tail
20737,RED MINI TAPE MEASURE,1.7,1.7,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.082,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.794267405805468e-08,4860,Tier 4 - Long Tail
72754D,F FAIRY POTPOURRI CUSHIONS SUMMER,1.69,1.69,1,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0817,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.742536421065435e-08,4861,Tier 4 - Long Tail
10109,BENDY COLOUR PENCILS,1.68,1.68,4,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0909,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.690805436325402e-08,4862,Tier 4 - Long Tail
85231e,STRAWBERRY SCENTED SET/9 T-LIGHTS,1.66,1.66,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0814,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.587343466845338e-08,4863,Tier 4 - Long Tail
23664,FLOWER SHOP DESIGN MUG,1.65,1.65,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0811,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.535612482105306e-08,4864,Tier 4 - Long Tail
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,1.65,1.65,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0811,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.535612482105306e-08,4865,Tier 4 - Long Tail
72796C,S/3 ROSE GARDEN SCENT SQU CANDLE,1.65,1.65,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0811,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.535612482105306e-08,4866,Tier 4 - Long Tail
21585,SWALLOW SMALL TUBE MATCHES,1.65,1.65,1,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0811,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,8.535612482105306e-08,4867,Tier 4 - Long Tail
35980B,RED TOP SCANDINAVIAN HEART,1.52,1.52,4,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0901,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,7.863109680484888e-08,4868,Tier 4 - Long Tail
35950,FOLKART HEART CHRISTMAS DECORATIONS,1.25,1.25,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0806,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,6.46637309250402e-08,4869,Tier 4 - Long Tail
84845A,HOLLYHOCK SQUARE HANDY TIN,1.25,1.25,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0806,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,6.46637309250402e-08,4870,Tier 4 - Long Tail
TEST002,This is a test product.,1.0,1.0,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0804,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,5.173098474003216e-08,4871,Tier 4 - Long Tail
20721,OWLS CHARLOTTE BAG,0.85,0.85,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0803,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.397133702902734e-08,4872,Tier 4 - Long Tail
51014c,"FEATHER PEN,COAL BLACK",0.83,0.83,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0801,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,4.293671733422669e-08,4873,Tier 4 - Long Tail
35930,PINK HEART CHRISTMAS DECORATION,0.38,0.38,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0799,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.965777420121222e-08,4874,Tier 4 - Long Tail
84205C,HAPPY BIRTHDAY GINGER CAT CARD,0.38,0.38,2,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0844,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.965777420121222e-08,4875,Tier 4 - Long Tail
44217M,MULTICOLOUR FEATHERS CURTAIN,236.40000000000003,1.4210854715202004e-14,72,6,6,-236.40000000000003,72,Commercial Description,Valid,1.0,Very High,0.1367,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,7.3514150841492895e-22,4876,Tier 4 - Long Tail
22850,BREAD BIN DINER STYLE BLACK,123.6,7.105427357601002e-15,8,6,4,-123.6,8,Commercial Description,Valid,1.0,Very High,0.0956,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,3.6757075420746447e-22,4877,Tier 4 - Long Tail
20822,SILVER WINE GOBLET,9.3,0.0,2,3,3,-9.3,2,Commercial Description,Valid,1.0,Very High,0.0588,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4878,Tier 4 - Long Tail
20852,given away,0.0,0.0,0,5,5,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4879,Tier 4 - Long Tail
47569,ENGLISH ROSE DESIGN SHOPPING BAG,2.55,0.0,1,3,3,-2.55,1,Commercial Description,Valid,1.0,Very High,0.0543,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4880,Tier 4 - Long Tail
35956,lost,0.0,0.0,0,1,1,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4881,Tier 4 - Long Tail
35600A,Found by jackie,0.0,0.0,0,1,1,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4882,Tier 4 - Long Tail
35643,?,0.0,0.0,0,2,2,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4883,Tier 4 - Long Tail
20791,BLUE TILED SET OF 3 DRAWERS,63.75,0.0,5,4,4,-63.75,5,Commercial Description,Valid,1.0,Very High,0.0656,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4884,Tier 4 - Long Tail
49031B,CHROME EURO HOOK 20cm,0.0,0.0,0,1,1,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4885,Tier 4 - Long Tail
20715,LITTLE FLOWER SHOPPER BAG,424.0,0.0,400,3,3,-424.0,400,Commercial Description,Valid,1.0,Very High,0.1731,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4886,Tier 4 - Long Tail
23843,"PAPER CRAFT , LITTLE BIRDIE",168469.6,0.0,80995,2,2,-168469.6,80995,Commercial Description,Valid,1.0,Very High,0.329,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4887,Tier 4 - Long Tail
DCGS0073,ebay,0.0,0.0,0,1,1,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4888,Tier 4 - Long Tail
21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,14.95,0.0,1,3,3,-14.95,1,Commercial Description,Valid,1.0,Very High,0.0543,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4889,Tier 4 - Long Tail
20885,BOX OF 3 PEBBLE CANDLES,2.95,0.0,1,3,3,-2.95,1,Commercial Description,Valid,1.0,Very High,0.0543,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4890,Tier 4 - Long Tail
22126,given away,0.0,0.0,0,3,3,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4891,Tier 4 - Long Tail
23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,0.0,0.0,0,1,1,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4892,Tier 4 - Long Tail
21525,BEWARE OF THE CAT DOORMAT,13.5,0.0,2,4,4,-13.5,2,Commercial Description,Valid,1.0,Very High,0.0588,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4893,Tier 4 - Long Tail
21496,WOODLAND CREATURES  WRAP,10.5,0.0,25,3,3,-10.5,25,Commercial Description,Valid,1.0,Very High,0.0875,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,0.0,4894,Tier 4 - Long Tail
DCGS0067,ebay,0.0,0.0,0,1,1,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4895,Tier 4 - Long Tail
15002,rex use,0.0,0.0,0,1,1,0.0,0,Commercial Description,Valid,0.0,,0.0403,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,0.0,4896,Tier 4 - Long Tail
35631B,BLUE GREEN CHRISTMAS HANGING BALL,0.0,-0.19,0,2,2,-0.19,1,Commercial Description,Valid,0.0,,0.015,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,-9.82888710060611e-09,4897,Tier 4 - Long Tail
85083,KISS REINDEER SCANDINAVIAN STOCKING,12.749999999999998,-2.5500000000000025,5,4,4,-15.3,6,Commercial Description,Valid,1.2,Very High,0.0401,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,-1.3191401108708215e-07,4898,Tier 4 - Long Tail
37451,CERAMIC CAKE TEAPOT WITH CHERRY,4.95,-3.55,1,5,5,-8.5,2,Commercial Description,Valid,1.7172,Very High,0.0287,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,-1.8364499582711416e-07,4899,Tier 4 - Long Tail
21053,ZINC HEART HANGER WITH HOOKS,0.0,-4.25,0,2,2,-4.25,1,Commercial Description,Valid,0.0,,0.0146,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,-2.198566851451367e-07,4900,Tier 4 - Long Tail
85219,S/4 HEART CRYSTAL FRIDGE MAGNETS,0.0,-4.949999999999999,0,2,2,-4.949999999999999,3,Commercial Description,Valid,0.0,,0.0145,Review / Operational,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,-2.5606837446315917e-07,4901,Tier 4 - Long Tail
