StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,222.52999999999994,222.53,67,47,44,0.0,0,Commercial Description,Valid,0.0,Low,0.2896,Core Commercial Product
21639,ASSORTED TUTTI FRUTTI KEYRING,228.65,221.85,259,18,18,-6.8,8,Commercial Description,Valid,0.0297,Low,0.333,Core Commercial Product
17011C,ORIGAMI LAVENDER INCENSE+FLOWER,221.4,221.4,335,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.3453,Core Commercial Product
90005A,JADE GREEN ENAMEL HAIR COMB,221.08999999999997,221.09,108,62,60,0.0,0,Commercial Description,Valid,0.0,Low,0.3024,Core Commercial Product
16258B,DAISY ERASERS IN BAG,221.06,221.06,1016,17,16,0.0,0,Commercial Description,Valid,0.0,Low,0.3982,Core Commercial Product
17013B,ORIGAMI JASMINE INCENSE IN TUBE,221.03,221.03,256,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.3322,Core Commercial Product
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,220.94,220.94000000000003,26,19,19,0.0,0,Commercial Description,Valid,0.0,Low,0.2673,Core Commercial Product
82585,SWEET VALENCIA CANDLE+CUP,235.9,220.9,164,53,51,-15.0,12,Commercial Description,Valid,0.0636,Moderate,0.315,Monitor Return Risk
84725,FREESTYLE CANVAS ART PICTURE,220.75,220.75,135,31,30,0.0,0,Commercial Description,Valid,0.0,Low,0.3089,Core Commercial Product
17090A,LAVENDER INCENSE 40 CONES IN TIN,220.75,220.75,215,28,26,0.0,0,Commercial Description,Valid,0.0,Low,0.3245,Core Commercial Product
62086A,PINK RETRO BIG FLOWER BAG,220.35,220.35,113,24,24,0.0,0,Commercial Description,Valid,0.0,Low,0.3033,Core Commercial Product
90124C,GREEN MURANO TWIST NECKLACE,220.20999999999998,220.20999999999998,22,16,16,0.0,0,Commercial Description,Valid,0.0,Low,0.2633,Core Commercial Product
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,231.99,220.09,39,29,27,-11.9,2,Commercial Description,Valid,0.0513,Moderate,0.2744,Monitor Return Risk
72225D,VANILLA SCENT CAKE CANDLE,219.46,219.45999999999998,962,13,13,0.0,0,Commercial Description,Valid,0.0,Low,0.3933,Core Commercial Product
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,218.99000000000004,218.99,20,15,14,0.0,0,Commercial Description,Valid,0.0,Low,0.2612,Core Commercial Product
85168A,WHITE BAROQUE CARRIAGE CLOCK,218.89999999999995,218.89999999999998,22,16,16,0.0,0,Commercial Description,Valid,0.0,Low,0.2628,Core Commercial Product
22881,"NUMBER TILE VINTAGE FONT, 2",218.82,218.82,112,36,36,0.0,0,Commercial Description,Valid,0.0,Low,0.3021,Core Commercial Product
20821,GOLDIE LOOKING MIRROR,286.42,217.12,42,31,31,-69.30000000000001,14,Commercial Description,Valid,0.242,High,0.2756,High Return Risk
72781,BLACK SILOUETTE CANDLE PLATE,229.5,216.9,121,18,18,-12.6,6,Commercial Description,Valid,0.0549,Moderate,0.3048,Monitor Return Risk
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",216.70000000000002,216.7,420,12,12,0.0,0,Commercial Description,Valid,0.0,Low,0.3526,Core Commercial Product
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,216.33,216.33,108,17,16,0.0,0,Commercial Description,Valid,0.0,Low,0.3001,Core Commercial Product
84807,RED POPPY ARTIFICIAL FLOWER,215.93,215.93,233,9,9,0.0,0,Commercial Description,Valid,0.0,Low,0.326,Core Commercial Product
90036A,FLOWER GARLAND NECKLACE RED,215.75999999999996,215.76000000000002,27,20,20,0.0,0,Commercial Description,Valid,0.0,Low,0.2658,Core Commercial Product
22883,NUMBER TILE VINTAGE FONT 4,217.26,215.31,110,36,35,-1.95,1,Commercial Description,Valid,0.009,Low,0.3006,Core Commercial Product
47343A,FUSCHIA FLOWER PURSE WITH BEADS,215.20000000000002,215.2,206,27,24,0.0,0,Commercial Description,Valid,0.0,Low,0.3207,Core Commercial Product
21543,BUTTERFLY WATER TRANSFER TATTOOS,215.0,215.0,284,26,26,0.0,0,Commercial Description,Valid,0.0,Low,0.3337,Core Commercial Product
48179,DOOR MAT SWEET HOME,214.47,214.47,34,12,12,0.0,0,Commercial Description,Valid,0.0,Low,0.2703,Core Commercial Product
90123A,PINK HEART OF GLASS BRACELET,214.07,214.07,36,19,19,0.0,0,Commercial Description,Valid,0.0,Low,0.2709,Core Commercial Product
84744,S/6 SEW ON CROCHET FLOWERS,213.78,213.78,168,39,31,0.0,0,Commercial Description,Valid,0.0,Low,0.3134,Core Commercial Product
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,212.85,212.85,147,9,9,0.0,0,Commercial Description,Valid,0.0,Low,0.3094,Core Commercial Product
22885,NUMBER TILE VINTAGE FONT 6,214.46999999999997,212.51999999999998,113,37,36,-1.95,1,Commercial Description,Valid,0.0091,Low,0.3007,Core Commercial Product
84313A,PINK TV TRAY TABLE,212.42000000000002,212.42,38,20,20,0.0,0,Commercial Description,Valid,0.0,Low,0.2713,Core Commercial Product
84247C,PACK/12 BLUE REINDEER CARD,212.39999999999998,212.40000000000003,72,26,25,0.0,0,Commercial Description,Valid,0.0,Low,0.287,Core Commercial Product
21368,MIRRORED WALL ART LADIES,212.04,212.04,201,47,47,0.0,0,Commercial Description,Valid,0.0,Low,0.3188,Core Commercial Product
37492A,YELLOW RED FLOWER PIGGY BANK,216.07,211.42,108,13,13,-4.65,1,Commercial Description,Valid,0.0215,Low,0.2983,Core Commercial Product
90214A,"LETTER ""A"" BLING KEY RING",218.74999999999997,211.25,219,108,105,-7.5,6,Commercial Description,Valid,0.0343,Low,0.3219,Core Commercial Product
90087,CRYSTAL SEA HORSE PHONE CHARM,252.87999999999997,210.38,313,58,56,-42.5,50,Commercial Description,Valid,0.1681,High,0.337,High Return Risk
51012C,"FEATHER DUSTER, COAL BLACK",213.75,210.0,171,32,31,-3.75,3,Commercial Description,Valid,0.0175,Low,0.313,Core Commercial Product
16201A,PASTEL PINK PHOTO ALBUM,213.36999999999998,209.47,101,11,11,-3.9,2,Commercial Description,Valid,0.0183,Low,0.2957,Core Commercial Product
20827,GOLD APERITIF GLASS,209.36,209.36,173,10,10,0.0,0,Commercial Description,Valid,0.0,Low,0.3132,Core Commercial Product
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",208.31,208.31,26,17,15,0.0,0,Commercial Description,Valid,0.0,Low,0.2628,Core Commercial Product
47574B,ENGLISH ROSE SCENTED HANGING HEART,208.25,208.25,49,29,28,0.0,0,Commercial Description,Valid,0.0,Low,0.2761,Core Commercial Product
21400,RED PUDDING SPOON,213.06999999999996,208.03,1078,92,92,-5.04,12,Commercial Description,Valid,0.0237,Low,0.3967,Core Commercial Product
90185B,AMETHYST DIAMANTE EXPANDABLE RING,288.67999999999995,207.93,68,41,40,-80.75,19,Commercial Description,Valid,0.2797,High,0.2843,High Return Risk
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,207.86,207.86,29,16,16,0.0,0,Commercial Description,Valid,0.0,Low,0.2644,Core Commercial Product
37485,ENGLISH ROSE TEA SET IN GIFT BOX,207.69000000000003,207.69,49,18,17,0.0,0,Commercial Description,Valid,0.0,Low,0.2756,Core Commercial Product
90210A,GREY ACRYLIC FACETED BANGLE,207.34000000000006,207.34,88,21,21,0.0,0,Commercial Description,Valid,0.0,Low,0.2906,Core Commercial Product
90186A,AMETHYST HOOP EARRING FLORAL LEAF,206.68,206.68,70,35,33,0.0,0,Commercial Description,Valid,0.0,Low,0.2843,Core Commercial Product
84247N,PACK/12 BLUE FOLKART CARDS,303.38,206.03000000000003,115,60,58,-97.35000000000001,33,Commercial Description,Valid,0.3209,Very High,0.299,High Return Risk
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,218.88000000000005,205.2,576,14,14,-13.68,36,Commercial Description,Valid,0.0625,Moderate,0.3628,Monitor Return Risk
84927E,FLOWERS TILE HOOK,224.31,204.75,494,33,32,-19.56,194,Commercial Description,Valid,0.0872,Moderate,0.3564,Monitor Return Risk
20836,FRENCH PAISLEY CUSHION COVER,250.00000000000003,204.64000000000001,224,24,24,-45.36000000000001,24,Commercial Description,Valid,0.1814,High,0.3206,High Return Risk
17014D,ORIGAMI ROSE INCENSE CONES,204.36,204.36,479,10,9,0.0,0,Commercial Description,Valid,0.0,Low,0.3548,Core Commercial Product
84247K,"FOLK ART GREETING CARD,pack/12",236.43,203.98000000000002,76,31,30,-32.45,11,Commercial Description,Valid,0.1372,Moderate,0.2857,Monitor Return Risk
35824B,"HANGING FLOWERS+MIRROR,BLUE",203.24,203.24,528,7,7,0.0,0,Commercial Description,Valid,0.0,Low,0.3586,Core Commercial Product
21018,BIRD BOX CHRISTMAS TREE DECORATION,203.07,203.07,235,51,44,0.0,0,Commercial Description,Valid,0.0,Low,0.3218,Core Commercial Product
20890,SMALL GLASS ROSE SCENTED CANDLE,202.62,202.62,605,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.3642,Core Commercial Product
TEST001,This is a test product.,225.0,202.5,50,15,15,-22.5,5,Commercial Description,Valid,0.1,Moderate,0.2745,Monitor Return Risk
90085,CRYSTAL STILETTO PHONE CHARM,278.8499999999999,202.35,313,34,32,-76.5,90,Commercial Description,Valid,0.2743,High,0.3341,High Return Risk
48103,DOOR MAT KISS MY.......,201.73000000000002,201.73,35,11,11,0.0,0,Commercial Description,Valid,0.0,Low,0.2662,Core Commercial Product
72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,201.24,201.24,292,6,6,0.0,0,Commercial Description,Valid,0.0,Low,0.3305,Core Commercial Product
20672,PINK TEATIME PRINT BOWL,200.99999999999997,201.0,138,39,39,0.0,0,Commercial Description,Valid,0.0,Low,0.303,Core Commercial Product
90003D,CRYSTAL PAIR HEART HAIR SLIDES,226.17000000000002,199.92,60,35,35,-26.25,7,Commercial Description,Valid,0.1161,Moderate,0.2789,Monitor Return Risk
90144,SILVER DROP EARRINGS WITH FLOWER,199.45,199.45,53,33,33,0.0,0,Commercial Description,Valid,0.0,Low,0.2757,Core Commercial Product
84706F,RED PEONY TABLE CLOCK,208.29999999999998,199.35,34,20,19,-8.95,1,Commercial Description,Valid,0.043,Low,0.2652,Core Commercial Product
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,198.98,198.98000000000002,33,21,21,0.0,0,Commercial Description,Valid,0.0,Low,0.2645,Core Commercial Product
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,198.84,198.84,18,17,17,0.0,0,Commercial Description,Valid,0.0,Low,0.2524,Core Commercial Product
84690,S/2 BEACH HUT STOOLS,214.64999999999998,198.75,27,17,17,-15.9,2,Commercial Description,Valid,0.0741,Moderate,0.2599,Monitor Return Risk
84855,BLOKEY SILVER TOOL SET,196.7,196.70000000000002,36,20,19,0.0,0,Commercial Description,Valid,0.0,Low,0.2654,Core Commercial Product
90040A,MURANO STYLE GLASS BRACELET RED,207.05000000000004,196.55,53,36,36,-10.5,3,Commercial Description,Valid,0.0507,Moderate,0.2749,Monitor Return Risk
47504F,ENGLISH ROSE TORCH,196.45999999999998,196.46,527,15,15,0.0,0,Commercial Description,Valid,0.0,Low,0.3564,Core Commercial Product
90090,PINK CRYSTAL HEART PHONE CHARM,227.71999999999997,196.27,263,29,25,-31.45,37,Commercial Description,Valid,0.1381,Moderate,0.3245,Monitor Return Risk
90024B,NEW BAROQUE B'FLY NECKLACE RED,212.24,195.24,25,23,23,-17.0,2,Commercial Description,Valid,0.0801,Moderate,0.2579,Monitor Return Risk
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,320.0,195.0,3,6,6,-125.0,1,Commercial Description,Valid,0.3906,Very High,0.2318,High Return Risk
84985B,SET OF 72 BLACK PAPER DOILIES,194.95999999999998,194.95999999999998,128,25,25,0.0,0,Commercial Description,Valid,0.0,Low,0.2988,Core Commercial Product
23697,A PRETTY THANK YOU CARD,194.57999999999998,194.58,456,36,35,0.0,0,Commercial Description,Valid,0.0,Low,0.3493,Core Commercial Product
90129F,RED GLASS TASSLE BAG CHARM,194.51000000000002,194.51000000000002,87,45,41,0.0,0,Commercial Description,Valid,0.0,Low,0.2863,Core Commercial Product
90130B,TURQ STONE/CRYSTAL EARRINGS,194.01000000000005,194.01,66,51,49,0.0,0,Commercial Description,Valid,0.0,Low,0.2792,Core Commercial Product
72051S,BAG OF SILVER STONES,193.41000000000003,193.41,305,60,57,0.0,0,Commercial Description,Valid,0.0,Low,0.3303,Core Commercial Product
21582,KINGS CHOICE SMALL TUBE MATCHES,193.05,193.04999999999998,117,18,17,0.0,0,Commercial Description,Valid,0.0,Low,0.2955,Core Commercial Product
16202A,PASTEL PINK PHOTO ALBUM,290.45000000000005,192.65,662,25,25,-97.80000000000001,324,Commercial Description,Valid,0.3367,Very High,0.3657,High Return Risk
20814,SILVER FINCH DECORATION,208.89000000000001,192.64000000000001,189,16,15,-16.25,13,Commercial Description,Valid,0.0778,Moderate,0.3107,Monitor Return Risk
35819B,"ACRYLIC HANGING JEWEL,BLUE",192.29999999999995,192.3,385,38,35,0.0,0,Commercial Description,Valid,0.0,Low,0.3406,Core Commercial Product
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,192.16999999999996,192.17,121,55,55,0.0,0,Commercial Description,Valid,0.0,Low,0.2962,Core Commercial Product
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,191.40999999999997,191.40999999999997,16,11,11,0.0,0,Commercial Description,Valid,0.0,Low,0.2485,Core Commercial Product
47570b,TEA TIME TABLE CLOTH,190.63,190.63,9,9,8,0.0,0,Commercial Description,Valid,0.0,Low,0.2403,Core Commercial Product
37506,NEW ENGLAND MILK JUG W GIFT BOX,190.39999999999998,190.4,32,27,27,0.0,0,Commercial Description,Valid,0.0,Low,0.261,Core Commercial Product
90094,NECKLACE+BRACELET SET FRUIT SALAD,190.17,190.17,75,41,39,0.0,0,Commercial Description,Valid,0.0,Low,0.2808,Core Commercial Product
84255B,ORANGE COCKTAIL GLASS LAMP,190.16,190.16,65,20,20,0.0,0,Commercial Description,Valid,0.0,Low,0.2774,Core Commercial Product
90210C,RED   ACRYLIC FACETED BANGLE,189.52,189.52,119,16,15,0.0,0,Commercial Description,Valid,0.0,Low,0.2948,Core Commercial Product
85128,PLANTPOT SINGLE HOOK PISTACHIO,188.95000000000002,188.95000000000002,167,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.3049,Core Commercial Product
79403,FROSTED WHITE BASE,200.67999999999992,188.77999999999997,217,39,38,-11.9,14,Commercial Description,Valid,0.0593,Moderate,0.314,Monitor Return Risk
90159,COTE D'AZURE NECKLACE,188.57999999999998,188.58,38,20,20,0.0,0,Commercial Description,Valid,0.0,Low,0.2633,Core Commercial Product
84510a,SET OF 4 ENGLISH ROSE COASTERS,188.21,188.20999999999998,76,59,58,0.0,0,Commercial Description,Valid,0.0,Low,0.2804,Core Commercial Product
20837,FRENCH FLORAL CUSHION COVER,188.07000000000005,188.07000000000002,165,18,18,0.0,0,Commercial Description,Valid,0.0,Low,0.3038,Core Commercial Product
90086,CRYSTAL FROG PHONE CHARM,186.95999999999998,186.95999999999998,219,49,46,0.0,0,Commercial Description,Valid,0.0,Low,0.314,Core Commercial Product
85114b,IVORY ENCHANTED FOREST PLACEMAT,186.75999999999996,186.76,56,19,19,0.0,0,Commercial Description,Valid,0.0,Low,0.2728,Core Commercial Product
90029,NEW BAROQUE SMALL NECKLACE BLACK,195.14,186.64,23,13,13,-8.5,1,Commercial Description,Valid,0.0436,Low,0.2528,Core Commercial Product
84893,ANT WHITE IRON BASKET,186.35000000000002,186.35000000000002,33,16,16,0.0,0,Commercial Description,Valid,0.0,Low,0.2602,Core Commercial Product
79144B,PAINTED LIGHTBULB STAR+ MOON,186.06999999999996,186.07,358,96,91,0.0,0,Commercial Description,Valid,0.0,Low,0.3352,Core Commercial Product
84877A,PINK ROUND COMPACT MIRROR,185.66,185.66,74,19,19,0.0,0,Commercial Description,Valid,0.0,Low,0.2787,Core Commercial Product
85114a,BLACK ENCHANTED FOREST PLACEMAT,185.64000000000001,185.64,56,17,17,0.0,0,Commercial Description,Valid,0.0,Low,0.2721,Core Commercial Product
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,185.11,185.11,43,22,21,0.0,0,Commercial Description,Valid,0.0,Low,0.2651,Core Commercial Product
35911B,PINK/FLOWER RABBIT EGG WARMER,184.76,184.76,159,25,25,0.0,0,Commercial Description,Valid,0.0,Low,0.3017,Core Commercial Product
23416,CHAMBRE HOOK,184.68,184.68,132,25,25,0.0,0,Commercial Description,Valid,0.0,Low,0.2955,Core Commercial Product
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,184.4,184.4,180,22,22,0.0,0,Commercial Description,Valid,0.0,Low,0.3061,Core Commercial Product
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,184.39,184.39000000000001,31,23,21,0.0,0,Commercial Description,Valid,0.0,Low,0.2577,Core Commercial Product
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,184.34,184.34,311,100,97,0.0,0,Commercial Description,Valid,0.0,Low,0.3271,Core Commercial Product
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,189.27999999999997,184.21,112,20,20,-5.07,3,Commercial Description,Valid,0.0268,Low,0.2899,Core Commercial Product
84029D,LEOPARD PRINT HOT WATER BOTTLE,183.98000000000002,183.98000000000002,51,18,18,0.0,0,Commercial Description,Valid,0.0,Low,0.2683,Core Commercial Product
90185A,AMBER DIAMANTE EXPANDABLE RING,237.53,182.28,56,31,30,-55.25,13,Commercial Description,Valid,0.2326,High,0.2709,High Return Risk
20796,SMALL BLUE PROVENCAL CERAMIC BALL,182.16,182.16,99,22,22,0.0,0,Commercial Description,Valid,0.0,Low,0.2851,Core Commercial Product
84926C,FAIRY CAKES TILE COASTER,189.60000000000002,182.1,138,35,35,-7.5,6,Commercial Description,Valid,0.0396,Low,0.2963,Core Commercial Product
20957,PORCELAIN HANGING BELL SMALL,184.60999999999996,181.71,126,18,17,-2.9,2,Commercial Description,Valid,0.0157,Low,0.2932,Core Commercial Product
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,181.5,181.5,1122,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.3895,Core Commercial Product
84531A,PINK KNITTED EGG COSY,181.05999999999997,181.06,197,52,47,0.0,0,Commercial Description,Valid,0.0,Low,0.3072,Core Commercial Product
22330,72 ROUND PINK DOILIES,197.9,180.5,128,25,25,-17.4,12,Commercial Description,Valid,0.0879,Moderate,0.2932,Monitor Return Risk
90214S,"LETTER ""S"" BLING KEY RING",187.63999999999996,180.14,190,92,87,-7.5,6,Commercial Description,Valid,0.04,Low,0.3061,Core Commercial Product
35818B,"ACRYLIC JEWEL ICICLE, BLUE",180.04999999999998,180.05,408,13,13,0.0,0,Commercial Description,Valid,0.0,Low,0.3383,Core Commercial Product
90180B,PURPLE AMETHYST NECKLACE W TASSEL,179.87999999999994,179.88,18,14,14,0.0,0,Commercial Description,Valid,0.0,Low,0.2453,Core Commercial Product
47347B,BLUE FLOWER T-LIGHT HOLDER,179.88,179.88,240,12,12,0.0,0,Commercial Description,Valid,0.0,Low,0.314,Core Commercial Product
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,179.85000000000002,179.85000000000002,3,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.2255,Core Commercial Product
84661C,PINK SQUARE TABLE CLOCK,179.74999999999997,179.75,150,25,25,0.0,0,Commercial Description,Valid,0.0,Low,0.2978,Core Commercial Product
17011A,ORIGAMI VANILLA INCENSE+FLOWER,179.56,179.56,261,13,13,0.0,0,Commercial Description,Valid,0.0,Low,0.3173,Core Commercial Product
21031,SPACE CADET BLACK,180.45999999999998,179.21,146,42,40,-1.25,1,Commercial Description,Valid,0.0069,Low,0.2966,Core Commercial Product
84464,S/60 PINK FLUFFY CHICKS IN BOX,179.1,179.1,82,12,12,0.0,0,Commercial Description,Valid,0.0,Low,0.2788,Core Commercial Product
90151,SILVER/NATURAL SHELL NECKLACE,178.67000000000002,178.67000000000002,21,11,9,0.0,0,Commercial Description,Valid,0.0,Low,0.2474,Core Commercial Product
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,178.48000000000002,178.48,21,13,13,0.0,0,Commercial Description,Valid,0.0,Low,0.2473,Core Commercial Product
90013D,PURPLE VINTAGE EARRINGS,178.10999999999999,178.11,46,18,18,0.0,0,Commercial Description,Valid,0.0,Low,0.2631,Core Commercial Product
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,183.66,177.71,30,24,23,-5.95,1,Commercial Description,Valid,0.0324,Low,0.2539,Core Commercial Product
85132a,CHARLIE + LOLA BISCUITS TINS,177.58999999999997,177.59,12,12,10,0.0,0,Commercial Description,Valid,0.0,Low,0.2384,Core Commercial Product
90072,RUBY DROP CHANDELIER EARRINGS,176.31000000000003,176.31,44,30,30,0.0,0,Commercial Description,Valid,0.0,Low,0.2617,Core Commercial Product
84968a,S/16 VINTAGE ROSE CUTLERY,176.31,176.31,7,5,4,0.0,0,Commercial Description,Valid,0.0,Low,0.2315,Core Commercial Product
82607C,GLASS BONBON JAR. SUPERFINES,175.60999999999996,175.60999999999999,115,44,44,0.0,0,Commercial Description,Valid,0.0,Low,0.2878,Core Commercial Product
84564,6 SEGMENT COLOURED SNACK BOWL,175.47999999999996,175.48000000000002,21,13,13,0.0,0,Commercial Description,Valid,0.0,Low,0.2463,Core Commercial Product
84927D,LA PALMIERA TILE HOOK,215.49999999999997,174.64,954,33,32,-40.86000000000001,435,Commercial Description,Valid,0.1896,High,0.3766,High Return Risk
22886,"NUMBER TILE VINTAGE FONT, 7",174.15999999999997,174.16,98,29,29,0.0,0,Commercial Description,Valid,0.0,Low,0.2816,Core Commercial Product
90019B,GOLD M.O.P ORBIT BRACELET,174.13000000000002,174.13,33,29,28,0.0,0,Commercial Description,Valid,0.0,Low,0.255,Core Commercial Product
17014A,ORIGAMI VANILLA INCENSE CONES,173.49,173.49,277,21,20,0.0,0,Commercial Description,Valid,0.0,Low,0.3182,Core Commercial Product
90065A,WHITE VINTAGE CRYSTAL BRACELET,180.46,173.24,26,18,18,-7.22,1,Commercial Description,Valid,0.04,Low,0.2497,Core Commercial Product
90018B,GOLD M.O.P ORBIT DROP EARRINGS,173.10000000000002,173.1,41,33,31,0.0,0,Commercial Description,Valid,0.0,Low,0.2588,Core Commercial Product
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,199.15999999999994,172.91,53,40,38,-26.25,7,Commercial Description,Valid,0.1318,Moderate,0.2654,Monitor Return Risk
84452,METAL RABBIT LADDER EASTER,186.15999999999997,172.56,198,49,48,-13.6,16,Commercial Description,Valid,0.0731,Moderate,0.3039,Monitor Return Risk
